Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,77.269997,77.269997,75.970001,77.050003,75.844276,54700
2019-11-26,76.250000,77.739998,76.250000,76.529999,75.332405,18500
2019-11-27,77.849998,78.360001,77.320000,78.269997,77.045174,16600
2019-11-29,78.209999,78.790001,78.209999,78.699997,77.468445,11500
2019-12-02,76.940002,79.000000,76.940002,77.900002,76.680969,23300
2019-12-03,77.599998,77.599998,76.639999,77.190002,75.982079,15200
2019-12-04,78.440002,78.730003,78.440002,78.669998,77.438919,25100
2019-12-05,78.099998,78.379997,78.040001,78.220001,76.995964,16700
2019-12-06,78.080002,78.989998,78.080002,78.250000,77.025490,15000
2019-12-09,79.000000,79.250000,78.940002,79.010002,77.773598,27000
2019-12-10,78.150002,79.489998,78.150002,79.300003,78.059067,10600
2019-12-11,77.449997,77.949997,77.449997,77.690002,76.474258,24800
2019-12-12,76.900002,78.190002,76.900002,77.970001,76.749878,35100
2019-12-13,77.709999,78.370003,77.709999,78.360001,77.133774,21200
2019-12-16,78.589996,79.480003,78.589996,79.290001,78.049217,14000
2019-12-17,79.349998,84.900002,79.349998,83.000000,81.701164,300400
2019-12-18,82.650002,82.650002,82.120003,82.239998,80.953049,374100
2019-12-19,83.970001,85.290001,83.970001,85.150002,83.817520,21700
2019-12-20,86.870003,86.870003,85.750000,85.970001,84.624687,55100
2019-12-23,83.519997,84.900002,83.519997,84.820000,83.492683,30300
2019-12-24,83.370003,84.610001,83.370003,84.349998,83.030037,12800
2019-12-26,82.769997,84.139999,82.769997,83.949997,82.636292,26500
2019-12-27,84.070000,84.290001,83.889999,84.000000,82.685509,26700
2019-12-30,84.650002,84.650002,84.029999,84.110001,82.793793,11200
2019-12-31,84.250000,84.440002,84.169998,84.430000,83.108780,12900
2020-01-02,85.639999,85.639999,85.059998,85.400002,84.063606,32200
2020-01-03,82.900002,85.440002,82.900002,84.370003,83.049728,32900
2020-01-06,85.230003,85.620003,85.230003,85.620003,84.280167,30600
